source_de	target_en	predicted_en	error_type	analysis	data_type
Ein paar Hundert Studenten der Universität im iranischen Isfahan bildeten am Dienstag einen lebendigen Schild rund herum um das Kerntechnologiezentrum in Isfahan, in dem Uran verarbeitet wird.	In Isfahan, Iran, several hundred university students created a live chain around Isfahan Uranium Conversion Facility.	A few hundred students from the University of Isfahan formed a living shield around the nuclear technology centre in Isfahan on Tuesday.	Named Entity Error	"The model translation is ""A few hundred students from the University of Isfahan formed a living shield around the nuclear technology centre in Isfahan on Tuesday.""
The model added ""on Tuesday"" which is not present in the German source but appears in the model's translation. The phrase ""Ein paar Hundert"" was translated as ""A few hundred"" while the reference uses ""several hundred"" which is more formal. The term ""lebendigen Schild"" was translated as ""living shield"" but the reference uses ""live chain"" which better captures the human chain concept. The phrase ""in dem Uran verarbeitet wird"" (in which uranium is processed) was simplified to just naming it as ""nuclear technology centre"" while the reference specifies ""Isfahan Uranium Conversion Facility"" which is more precise.
The correct translation should be ""In Isfahan, Iran, several hundred university students created a live chain around Isfahan Uranium Conversion Facility.""|||END|||"	error_correction
Der erste europäische Bericht über Qualität im Bildungssektor wird der Konferenz der Bildungsminister der Mitgliedstaaten der EU in Bukarest im Juni 2000 und diesem Parlament vorgelegt werden.	The first European report on quality of education will be presented for the education council for the Conference of European Ministers of Education in Bucharest in June 2000, and for this Parliament.			"The translation is ""The first European report on quality of education will be presented for the education council for the Conference of European Ministers of Education in Bucharest in June 2000, and for this Parliament.""
By double checking, I see the translation is correct
The correct translation is ""The first European report on quality of education will be presented for the education council for the Conference of European Ministers of Education in Bucharest in June 2000, and for this Parliament.""|||END|||"	clean_translation
Sieht sich Deutschland selbst in der Rolle als wichtiger internationaler Spieler - will Deutschland überhaupt eine Hauptrolle übernehmen?	Does Germany view itself as playing the role of an important international player - does Germany actually want to assume a leading role?	Is Germany itself going to play a major international role - does Germany want to play a major international role?	Grammatical Error	"The model translation is ""Is Germany itself going to play a major international role - does Germany want to play a major international role?""
The German ""Sieht sich Deutschland selbst in der Rolle"" should be ""Does Germany view itself as playing the role"" not ""Is Germany itself going to play"" - wrong tense and missing the self-perception aspect. The phrase ""wichtiger internationaler Spieler"" should be ""important international player"" not ""major international role"" - ""Spieler"" means player, not role. The second part ""will Deutschland überhaupt eine Hauptrolle übernehmen"" should be ""does Germany actually want to assume a leading role"" not ""does Germany want to play a major international role"" - ""übernehmen"" means assume, and ""Hauptrolle"" is leading role. The model repeated similar phrasing instead of capturing the distinction between viewing oneself as a player versus assuming a leading role.
The correct translation should be ""Does Germany view itself as playing the role of an important international player - does Germany actually want to assume a leading role?""|||END|||"	error_correction
"Eine Gruppe der Bürgerinitiative ""Schweizer Wiese"" hat den Bauzaun auf dem Bechtle-Grundstück an der Kurpromenade in Bad Herrenalb verschönert."	"A group belonging to the ""Schweizer Wiese"" citizen's initiative has given the hoarding on the Bechtle plot on the spa promenade in Bad Herrenalb a face-lift."	A group of the Swiss Meadows citizens' initiative has beautified the fence around the Bechtle property on the Kurpromenade in Bad Herrenalb.	Named Entity Error	"The model translation is ""A group of the Swiss Meadows citizens' initiative has beautified the fence around the Bechtle property on the Kurpromenade in Bad Herrenalb.""
The model translated ""Schweizer Wiese"" literally as ""Swiss Meadows"" when it should remain as the proper name ""Schweizer Wiese"" in quotes. The German ""Bauzaun"" means ""hoarding"" (construction barrier) not just ""fence."" The verb ""verschönert"" was translated as ""beautified"" when ""given a face-lift"" is more natural and specific. The model lost the construction context and the proper name treatment. While the meaning is largely preserved, precision in construction terminology and proper name handling could be improved.
The correct translation should be ""A group belonging to the 'Schweizer Wiese' citizen's initiative has given the hoarding on the Bechtle plot on the spa promenade in Bad Herrenalb a face-lift.""|||END|||"	error_correction
Wenn wir den Arbeitnehmern und Gewerkschaften mehr Befugnisse geben, hilft uns das auch, ein Konzept für die Art von Entwicklung zu erarbeiten, die Europa braucht.	Granting more powers to workers and trade unions will also help us to build up an idea of what kind of development Europe must have.			"The translation is ""Granting more powers to workers and trade unions will also help us to build up an idea of what kind of development Europe must have.""
By double checking, I see the translation is correct
The correct translation is ""Granting more powers to workers and trade unions will also help us to build up an idea of what kind of development Europe must have.""|||END|||"	clean_translation
Damit meine ich, daß bekanntermaßen mehrere Mitglieder der Kommission eigene Vorschläge gemacht haben, wer die Verpackungskennzeichnung eigentlich koordinieren müßte, wer also in dieser Angelegenheit in der Kommission zum Papst gewählt werden sollte.	What I mean is that the many Commissioners, as is well known, have made their own proposals as to who should really coordinate labelling practice and who should be elected 'Pope' in the Commission on this matter.			"The translation is ""What I mean is that the many Commissioners, as is well known, have made their own proposals as to who should really coordinate labelling practice and who should be elected 'Pope' in the Commission on this matter.""
By double checking, I see the translation is correct
The correct translation is ""What I mean is that the many Commissioners, as is well known, have made their own proposals as to who should really coordinate labelling practice and who should be elected 'Pope' in the Commission on this matter.""|||END|||"	clean_translation
Sie ist wach, sie hört und sieht diesen Jungen, genauso wie sie das Mädchen in der Bank neben sich hört und sieht.	She is awake, she sees and hears this boy, just like she sees and hears the girl at the desk next to her.	She is awake, she is listening and she is seeing this young man, just as she is listening and seeing the girl in the bank beside her.	Fluency Error	"The model translation is ""She is awake, she is listening and she is seeing this young man, just as she is listening and seeing the girl in the bank beside her.""
The German ""diesen Jungen"" should be ""this boy"" not ""this young man"" to maintain the age distinction. The word ""Bank"" should be ""desk"" not ""bank"" - in this context it refers to a school desk or bench, not a financial institution. The model also made the sentence unnecessarily wordy with ""she is listening and she is seeing"" instead of the simpler ""she sees and hears.""
The correct translation should be ""She is awake, she sees and hears this boy, just like she sees and hears the girl at the desk next to her.""|||END|||"	error_correction
"Sie erwähnte auch den neuen Mann von Witwe Dash und schrieb dass Lee Glenn ""Getränke jeglicher Art verkauft und was-auch-immer zu Stundenzimmern passt."""	"She also mentioned the new husband of Widow Dash and wrote that Lee Glenn ""sells drinks of all kinds and whatever goes with transient rooms."""	She also mentioned the new man in Mrs Dash's life, Lee Glenn, who'sells all kinds of drinks and whatever suits the hour'.	Lexical Error	"The model translation is ""She also mentioned the new man in Mrs Dash's life, Lee Glenn, who'sells all kinds of drinks and whatever suits the hour'.""
The German ""Witwe Dash"" should be ""Widow Dash"" not ""Mrs Dash"" - losing the important detail about her marital status. The phrase ""was-auch-immer zu Stundenzimmern passt"" should be ""whatever goes with transient rooms"" not ""whatever suits the hour"" - completely missing the concept of hourly rental rooms. The word ""Stundenzimmern"" refers to rooms rented by the hour, typically for transient purposes, not time-based activities. The punctuation is also incorrect with missing quotation marks.
The correct translation should be ""She also mentioned the new husband of Widow Dash and wrote that Lee Glenn ""sells drinks of all kinds and whatever goes with transient rooms.""""|||END|||"	error_correction
Die Aufgabe der Regierungskonferenz wird es sein, so wenig wie möglich zu machen.	The Intergovernmental Conference is tasked with doing as little as possible.			"The translation is ""The Intergovernmental Conference is tasked with doing as little as possible.""
By double checking, I see the translation is correct
The correct translation is ""The Intergovernmental Conference is tasked with doing as little as possible.""|||END|||"	clean_translation
Und drittens: Natürlich sind Partnerschaften, gerade wenn ein Partner eine Supermacht ist, keine leichten Partnerschaften.	My third point is that clearly partnerships are not easy, particularly when one partner is a superpower.			"The translation is ""My third point is that clearly partnerships are not easy, particularly when one partner is a superpower.""
By double checking, I see the translation is correct
The correct translation is ""My third point is that clearly partnerships are not easy, particularly when one partner is a superpower.""|||END|||"	clean_translation
Frau Kommissarin, meine Damen und Herren des Rates! Der Haushaltsplan muss ein wirksamer und glaubwürdiger Hebel zugunsten der Vollbeschäftigung, der Forschung, der Unterstützung der kleinen Unternehmen und des Aufbaus eines wahrhaften Raums der Gerechtigkeit und Sicherheit sein.	Commissioner, representatives of the Council, we need the budget to be an effective and credible tool which works for employment, for research, for support for small businesses and for the construction of a genuine area of justice and security.			"The translation is ""Commissioner, representatives of the Council, we need the budget to be an effective and credible tool which works for employment, for research, for support for small businesses and for the construction of a genuine area of justice and security.""
By double checking, I see the translation is correct
The correct translation is ""Commissioner, representatives of the Council, we need the budget to be an effective and credible tool which works for employment, for research, for support for small businesses and for the construction of a genuine area of justice and security.""|||END|||"	clean_translation
Die Niederlage in Kiel brachte die SPD ins Taumeln, die Düsseldorf-Pleite haute die Partei glatt um.	The defeat in Kiel brought the SPD into a tailspin, and the Düsseldorf washout bowled the party clean over.	The Kiel debacle brought the SPD to its knees and the Düsseldorf debacle finished it off.	Fluency Error	"The model translation is ""The Kiel debacle brought the SPD to its knees and the Düsseldorf debacle finished it off.""
The German ""Taumeln"" should be ""tailspin"" not ""to its knees"" - this is a lexical error where the model chose a different metaphor. The phrase ""die Düsseldorf-Pleite haute die Partei glatt um"" should be ""the Düsseldorf washout bowled the party clean over"" not ""the Düsseldorf debacle finished it off"" - the model lost the specific sporting metaphor of ""bowling over"" and the emphasis of ""glatt"" (clean). The model also repeated ""debacle"" instead of using varied vocabulary as in the original.
The correct translation should be ""The defeat in Kiel brought the SPD into a tailspin, and the Düsseldorf washout bowled the party clean over.""|||END|||"	error_correction
- Frau Präsidentin, wir sollten alles tun, um den moralischen Verfall Europas aufzuhalten.	- Madam President, we should do everything we can to halt Europe's moral decline.			"The translation is ""- Madam President, we should do everything we can to halt Europe's moral decline.""
By double checking, I see the translation is correct
The correct translation is ""- Madam President, we should do everything we can to halt Europe's moral decline.""|||END|||"	clean_translation
Aber ich hoffe doch, dass dies etwas früher geschehen wird, als es die Frist in der Richtlinie vorsieht.	I do hope, though, that it will happen rather sooner than the deadline provided in the directive.			"The translation is ""I do hope, though, that it will happen rather sooner than the deadline provided in the directive.""
By double checking, I see the translation is correct
The correct translation is ""I do hope, though, that it will happen rather sooner than the deadline provided in the directive.""|||END|||"	clean_translation
Es ist ihnen egal, sofern sie ihren Weg durch die Regierungen bekommen - wie der im Vereinigten Königreich - indem sie ihre Wähler anlügen, ein unaufrichtiges Mandat bekommen, ein Referendum zu diesen Fragen versprechen und dann dieses Versprechen brechen.	They do not care if they get their way by governments - like the one in the UK - lying to their electorate, getting a false mandate, promising a referendum on these matters and then reneging on that promise.			"The translation is ""They do not care if they get their way by governments - like the one in the UK - lying to their electorate, getting a false mandate, promising a referendum on these matters and then reneging on that promise.""
By double checking, I see the translation is correct
The correct translation is ""They do not care if they get their way by governments - like the one in the UK - lying to their electorate, getting a false mandate, promising a referendum on these matters and then reneging on that promise.""|||END|||"	clean_translation
"Während des Gewahrsams von Clotilde Reiss im Iran schont das Elysée seine Bemühungen nicht, mittels Verlautbarungen und von den Medien organisierter ""Fluchtversuche"" glauben zu machen, der syrische Präsident Bachar Al-Assad spiele eine ""wichtige"" und ""einflussreiche Mittlerrolle""."	"During Clotilde Reiss' detention in Iran, the Elysée did not control its efforts by means of communiques and media ""leaks"" to create the impression that the Syrian pesident Bachar Al-Assad was playing the important and influential part of an intermediary."	While Clotilde Reiss is held in Iran, the Elysée is not holding back in its efforts to convince us that Syrian President Bashar al-Assad is playing a 'key' and 'influential' role.	Omission/Addition Error	"The model translation is ""While Clotilde Reiss is held in Iran, the Elysée is not holding back in its efforts to convince us that Syrian President Bashar al-Assad is playing a 'key' and 'influential' role.""
The German ""schont...nicht"" means ""did not spare/control"" but was interpreted as ""is not holding back"" which changes the meaning from restraining efforts to intensifying them. The phrase ""mittels Verlautbarungen und von den Medien organisierter 'Fluchtversuche'"" (by means of communiques and media-organized ""leaks"") was completely omitted - this is crucial information about the methods being used. The verb tense shifted from past ""schont...nicht"" to present continuous. The model also added ""convince us"" which isn't present in the German.
The correct translation should be ""During Clotilde Reiss' detention in Iran, the Elysée did not control its efforts by means of communiques and media 'leaks' to create the impression that the Syrian pesident Bachar Al-Assad was playing the important and influential part of an intermediary.""|||END|||"	error_correction
Finnland könnte das Treffen aus Gefälligkeit organisieren, zumal die Frage der Energielieferungen aus Russland dort sehr relevant ist, worauf zahlreiche Mitgliedstaaten angespielt haben.	Finland could organise the meeting as a favour, especially since the question of Russian energy is very relevant there, something that many Members have alluded to.			"The translation is ""Finland could organise the meeting as a favour, especially since the question of Russian energy is very relevant there, something that many Members have alluded to.""
By double checking, I see the translation is correct
The correct translation is ""Finland could organise the meeting as a favour, especially since the question of Russian energy is very relevant there, something that many Members have alluded to.""|||END|||"	clean_translation
Darüber hinaus haben sich einige EU-Mitgliedstaaten einzeln dafür ausgesprochen, Verhandlungen über ein rechtsverbindliches Protokoll zu den Risiken von Splitterbomben für die menschliche Bevölkerung aufzunehmen.	In addition, several EU Member States have individually pledged to start negotiations on a legally binding protocol which would respond to the risks to humanity arising from cluster bombs.			"The translation is ""In addition, several EU Member States have individually pledged to start negotiations on a legally binding protocol which would respond to the risks to humanity arising from cluster bombs.""
By double checking, I see the translation is correct
The correct translation is ""In addition, several EU Member States have individually pledged to start negotiations on a legally binding protocol which would respond to the risks to humanity arising from cluster bombs.""|||END|||"	clean_translation
Das ist der Schlüssel zur heutigen Debatte, und aus diesem Grund begrüße ich den Bericht von Frau Hermange.	That is the key to today's debate and I welcome Mrs Hermange's report for that reason.			"The translation is ""That is the key to today's debate and I welcome Mrs Hermange's report for that reason.""
By double checking, I see the translation is correct
The correct translation is ""That is the key to today's debate and I welcome Mrs Hermange's report for that reason.""|||END|||"	clean_translation
Dieser Stoff wird als krebserregend betrachtet, und es gibt nun Alternativen auf dem Markt, sodass die Verwendung dieses Hormons überflüssig ist und ganz verboten werden kann.	This substance is considered to be carcinogenic and alternatives now exist on the market so that the use of this hormone is redundant and can be banned completely.			"The translation is ""This substance is considered to be carcinogenic and alternatives now exist on the market so that the use of this hormone is redundant and can be banned completely.""
By double checking, I see the translation is correct
The correct translation is ""This substance is considered to be carcinogenic and alternatives now exist on the market so that the use of this hormone is redundant and can be banned completely.""|||END|||"	clean_translation
Ich möchte bloß als generelle Beobachtung bemerken, dass es ausgezeichnet ist, dass den Vorschlägen und auch sonst dem Bericht breit zugestimmt wird.	I will merely note as a general observation that it is excellent that there is broad agreement on the proposals and the report otherwise.			"The translation is ""I will merely note as a general observation that it is excellent that there is broad agreement on the proposals and the report otherwise.""
By double checking, I see the translation is correct
The correct translation is ""I will merely note as a general observation that it is excellent that there is broad agreement on the proposals and the report otherwise.""|||END|||"	clean_translation
Dies ist offensichtlich ein zentrales Problem für den Sektor Wasserversorgung, und die Kommission bemüht sich über ihre verschiedenen Instrumente, die Gebietskörperschaften zu unterstützen und Partnerschaften zwischen lokalen Akteuren aus dem Norden und dem Süden zu stärken.	This is obviously a central issue for the water sector and the Commission, through its different instruments, is working to increase support to local authorities and reinforce partnerships between local actors from the North and the South.			"The translation is ""This is obviously a central issue for the water sector and the Commission, through its different instruments, is working to increase support to local authorities and reinforce partnerships between local actors from the North and the South.""
By double checking, I see the translation is correct
The correct translation is ""This is obviously a central issue for the water sector and the Commission, through its different instruments, is working to increase support to local authorities and reinforce partnerships between local actors from the North and the South.""|||END|||"	clean_translation
Mit 60 Jahren als Sänger ist Hubert Wermters Geschichte beim Männergesangverein Cäcilia fast doppelt so lange wie die des Herbsfestes, in dessen Rahmen er feierlich geehrt wurde.	Having been a singer for 60 years, Hubert Wermter's story with the Cäcilia Male Choral Society is almost twice as long as that of the Autumn Festival, during which he was ceremonially honoured.	Hubert Wermters' story with the men's choir Cäcilia is almost twice as long as that of the herb festival, in which he was honoured with great ceremony.	Named Entity Error	"The model translation is ""Hubert Wermters' story with the men's choir Cäcilia is almost twice as long as that of the herb festival, in which he was honoured with great ceremony.""
The German ""Herbsfestes"" appears to be ""Herbstfestes"" (Autumn Festival) but was translated as ""herb festival"" - this is likely a misreading or OCR error where ""Herbst"" (autumn) was seen as ""Herb"" (herb). The phrase ""Mit 60 Jahren als Sänger"" (Having been a singer for 60 years) was omitted from the model's translation, losing important context about his long career. The reference correctly identifies this as ""Autumn Festival"" and includes the 60-year detail. The possessive ""Wermters'"" should be ""Wermter's"" for proper English grammar.
The correct translation should be ""Having been a singer for 60 years, Hubert Wermter's story with the Cäcilia Male Choral Society is almost twice as long as that of the Autumn Festival, during which he was ceremonially honoured.""|||END|||"	error_correction
Perkovic bestritt die wissentliche Einnahme und wurde sechs Monate gesperrt.	Perkovic said that she had not knowingly taken the drug, and was banned for six months.	Perkovic denied the intentional income and was suspended for six months.	Lexical Error	"The model translation is ""Perkovic denied the intentional income and was suspended for six months.""
The German ""wissentliche Einnahme"" means ""knowingly taken the drug"" not ""intentional income"" - ""Einnahme"" in this context means taking/ingestion of a substance, not financial income. The model completely misunderstood the context which is clearly about doping/drug testing. The word ""bestritt"" means ""said that she had not"" (a specific denial structure) not just ""denied"". The phrase ""gesperrt"" in sports context means ""banned"" not ""suspended"".
The correct translation should be ""Perkovic said that she had not knowingly taken the drug, and was banned for six months.""|||END|||"	error_correction
Sie regeln und lenken mit ihrer Tätigkeit das Leben jeden Bürgers.	By virtue of the activities they perform they regulate and govern the life of every citizen.			"The translation is ""By virtue of the activities they perform they regulate and govern the life of every citizen.""
By double checking, I see the translation is correct
The correct translation is ""By virtue of the activities they perform they regulate and govern the life of every citizen.""|||END|||"	clean_translation
Die Hypo Real Estate müsse nur den Teil verzinsen, den sie auch in Anspruch nehme.	Hypo Real Estate was only required to pay interest on the sum it ends up using, they said.	Hypo Real Estate would only have to pay interest on the part it also takes.	Lexical Error	"The model translation is ""Hypo Real Estate would only have to pay interest on the part it also takes.""
The model missed translating ""in Anspruch nehme"" as ""ends up using"" instead of just ""takes."" The phrase ""they said"" was completely omitted from the translation, losing the attribution. The verb tense ""müsse"" (subjunctive) should be ""was only required to"" rather than ""would only have to"" to match the reported speech context.
The correct translation should be ""Hypo Real Estate was only required to pay interest on the sum it ends up using, they said.""|||END|||"	error_correction
Für den einen ist es vielleicht nicht akzeptabel, für einen Player achttausend Kronen auszugeben, ebenso wird aber ein Pink-Floyd-Fan wohl schwerlich Kopfhörer für zwanzig Kronen vom Markt verkraften.	For some, it can be unacceptable to spend eight thousand crowns on an MP3 player, just as it is hard for Pink Floyd fan to accept twenty-crown headphones from a market hall.	It is perhaps not acceptable for one person to spend EUR 8 000 on a player, but a Pink Floyd fan is unlikely to be able to cope with earphones costing EUR 20.	Lexical Error	"The model translation is ""It is perhaps not acceptable for one person to spend EUR 8 000 on a player, but a Pink Floyd fan is unlikely to be able to cope with earphones costing EUR 20.""
The German ""achttausend Kronen"" should be ""eight thousand crowns"" not ""EUR 8 000."" The phrase should be ""on an MP3 player"" and ""For some"" not ""for one person."" The phrase should be ""twenty-crown headphones from a market hall.""
The correct translation should be ""For some, it can be unacceptable to spend eight thousand crowns on an MP3 player, just as it is hard for Pink Floyd fan to accept twenty-crown headphones from a market hall.""|||END|||"	error_correction
Verbunden mit dieser Frage ist noch eine andere, für die bisher noch keine Initiative vorgeschlagen wurde, die jedoch den Ministern am 2. und 3. Oktober ebenfalls zur Beratung vorgelegt wird.	Linked to this question is another, on which no initiative has as yet been proposed, but which will also be submitted to ministers for discussion on 2-3 October.			"The translation is ""Linked to this question is another, on which no initiative has as yet been proposed, but which will also be submitted to ministers for discussion on 2-3 October.""
By double checking, I see the translation is correct
The correct translation is ""Linked to this question is another, on which no initiative has as yet been proposed, but which will also be submitted to ministers for discussion on 2-3 October.""|||END|||"	clean_translation
Durch die Bildung strategischer Allianzen stehen sie einander bei und gelingt es ihnen sogar, sich gegenseitig auf die Schulter zu klopfen.	By concluding strategic alliances, they stand by each other and even manage to give each other pats on the back.			"The translation is ""By concluding strategic alliances, they stand by each other and even manage to give each other pats on the back.""
By double checking, I see the translation is correct
The correct translation is ""By concluding strategic alliances, they stand by each other and even manage to give each other pats on the back.""|||END|||"	clean_translation
Das Trampolinspringen hat einen gewissen Außenseitercharme, teilweise weil es für das unaufgeklärte Ohr passender für eine Clownsschule als die für die Olympischen Spiele klingt.	But there is an underdog charm to trampoline, in part because it sounds, to the unenlightened ear, fitter for clown college than the Olympics.	Trampolining has a certain outsider appeal, partly because it sounds more like a circus school than the Olympics.	Omission/Addition Error	"The model translation is ""Trampolining has a certain outsider appeal, partly because it sounds more like a circus school than the Olympics.""
The German ""Außenseitercharme"" should be ""underdog charm"" not ""outsider appeal"" - ""underdog"" is more specific than ""outsider"" in this context. The phrase ""für das unaufgeklärte Ohr"" should be ""to the unenlightened ear"" not omitted - this qualifier is important for the perspective being described. The phrase ""passender für eine Clownsschule"" should be ""fitter for clown college"" not ""more like a circus school"" - ""clown college"" is the specific English term, and ""fitter"" is more precise than ""more like."" The word ""But"" should begin the sentence to show contrast.
The correct translation should be ""But there is an underdog charm to trampoline, in part because it sounds, to the unenlightened ear, fitter for clown college than the Olympics.""|||END|||"	error_correction
Zu einem Zeitpunkt, an dem wir über die Zukunft der GAP sprechen, darf dieses Bedürfnis und dieses Recht auf Nahrung, das für alle universell gelten sollte, nicht übersehen werden.	At a time when we are considering the future of the CAP, it seems necessary not to overlook this need and this right - which should be universal - to food for all.			"The translation is ""At a time when we are considering the future of the CAP, it seems necessary not to overlook this need and this right - which should be universal - to food for all.""
By double checking, I see the translation is correct
The correct translation is ""At a time when we are considering the future of the CAP, it seems necessary not to overlook this need and this right - which should be universal - to food for all.""|||END|||"	clean_translation
"""Drei in der Gruppe der Acht- bis Zwölfjährigen, sechs in der Gruppe der Zwölf- bis 15-Jährigen"", erzählt die 20-Jährige."	"The 20-year old tells us there are ""three in the eight to twelves, six in the twelves to 15""."	'Three in the eight- to 12-year-olds, six in the 12- to 15-year-olds', the 20-year-old tells us.	Fluency Error	"The model translation is ""'Three in the eight- to 12-year-olds, six in the 12- to 15-year-olds', the 20-year-old tells us.""
The grammatical structure with ""in the eight- to 12-year-olds"" is awkward and unnatural in English.
The correct translation should be ""The 20-year old tells us there are 'three in the eight to twelves, six in the twelves to 15'.""|||END|||"	error_correction
"Auf die Antworte beide, denn die Jets ließen im dritten Viertel 21 Punkte zu ohne einen einzigen zu erzielen, sagte Mangini: ""Glaub mir, ich habe das zweite Viertel mehr genossen als das dritte."	"When he was told both - the Jets allowed 21 unanswered points in the third quarter - Mangini said: ""I can tell you I enjoyed the second quarter a lot more than I did the third quarter."	Answer both, because the Jets scored 21 points in the third quarter without scoring a single one, Mangini said: 'Believe me, I enjoyed the second quarter more than the third.	Grammatical Error	"The model translation is ""Answer both, because the Jets scored 21 points in the third quarter without scoring a single one, Mangini said: 'Believe me, I enjoyed the second quarter more than the third.""
The opening ""Answer both"" should be ""When he was told both"" - the German ""Auf die Antworte beide"" refers to being informed of both facts, not giving answers. The phrase ""ließen...21 Punkte zu"" means ""allowed 21 unanswered points"" not ""scored 21 points"" - this reverses who scored the points. The word ""unanswered"" is omitted, which is crucial context in sports. The grammatical structure ""When he was told both - the Jets allowed 21 unanswered points in the third quarter - Mangini said"" is broken in the model's version. The closing quotation mark is missing, creating incomplete punctuation.
The correct translation should be ""When he was told both - the Jets allowed 21 unanswered points in the third quarter - Mangini said: ""I can tell you I enjoyed the second quarter a lot more than I did the third quarter.""""|||END|||"	error_correction
Die letzte Schulungseinheit fand Montagnacht auf der Manhattan-Seite des East River statt.	The last training session was on Monday night, on the Manhattan side of the East River.	The last training unit was held on a Manhattan side of the East River on a night of a full moon.	Semantic Error	"The model translation is ""The last training unit was held on a Manhattan side of the East River on a night of a full moon.""
The model completely invented ""on a night of a full moon"" which doesn't exist anywhere in the German text. The phrase ""Montagnacht"" should be ""Monday night"" not transformed into ""a night of a full moon."" The article should be ""the Manhattan side"" not ""a Manhattan side."" This is a significant fabrication of content not present in the source.
The correct translation should be ""The last training session was on Monday night, on the Manhattan side of the East River.""|||END|||"	error_correction
"""Nicht vorne, sonst blockieren wir, und nicht alle Gelbmützen auf dieselben Bänke, im Raum verteilen!"""	`Not in the front, or else we will block the entry. And not all yellow hats at the same tables - spread out in the room!'	Not in front, otherwise we block, and not all the yellow-hats in the same seats in the room!	Omission/Addition Error	"The model translation is ""Not in front, otherwise we block, and not all the yellow-hats in the same seats in the room!""
The German ""Gelbmützen"" should be ""yellow hats"" not ""yellow-hats"" - the hyphenation is unnecessary. The phrase ""sonst blockieren wir"" should be ""or else we will block the entry"" not just ""otherwise we block"" - the model omitted ""the entry"" which specifies what is being blocked. The word ""Bänke"" should be ""tables"" not ""seats"" in this context. The word ""verteilen"" meaning ""spread out"" was completely omitted from the translation.
The correct translation should be ""Not in the front, or else we will block the entry. And not all yellow hats at the same tables - spread out in the room!""|||END|||"	error_correction
Ich hoffe, dass die Lösung dieses Problems von Verantwortung und Solidarität geprägt sein wird.	I hope this issue will be solved in a spirit of responsibility and solidarity.			"The translation is ""I hope this issue will be solved in a spirit of responsibility and solidarity.""
By double checking, I see the translation is correct
The correct translation is ""I hope this issue will be solved in a spirit of responsibility and solidarity.""|||END|||"	clean_translation
"""Er erwischte den Puck, ich nahm Fahrt auf und (Read) zog zu entfernteren Pfosten."""	"""He poked out the puck, I gained speed, and Read went on to the more distant pole."""	He caught the puck, I took off and (Read) went to the far post.	Lexical Error	"The model translation is ""He caught the puck, I took off and (Read) went to the far post.""
The German ""erwischte"" in hockey context should be ""poked out"" not ""caught"" - this refers to deflecting the puck, not catching it. The phrase ""nahm Fahrt auf"" should be ""gained speed"" not ""took off"" - the latter implies leaving/departing rather than accelerating. The phrase ""zu entfernteren Pfosten"" should be ""to the more distant pole"" not ""to the far post"" - the comparative form is important, and ""pole"" is more accurate than ""post"" in this context. The translation maintains the bracketed ""(Read)"" correctly.
The correct translation should be ""He poked out the puck, I gained speed, and Read went on to the more distant pole.""|||END|||"	error_correction
Danach stellt sich die Frage, wie dieser Haushaltsplan während des laufenden Jahres durchgeführt wurde.	The question then arises: how has this budget been implemented during the current year?			"The translation is ""The question then arises: how has this budget been implemented during the current year?""
By double checking, I see the translation is correct
The correct translation is ""The question then arises: how has this budget been implemented during the current year?""|||END|||"	clean_translation
Ich glaube, die Problematik der Chemikalienpolitik zeigt auch, dass uns ein eigener Ausschuss für nachhaltige Entwicklung nicht aus der Patsche hilft.	I believe that the problems with chemicals policy also show that having our own committee on sustainable development does not help us out of the difficulties.			"The translation is ""I believe that the problems with chemicals policy also show that having our own committee on sustainable development does not help us out of the difficulties.""
By double checking, I see the translation is correct
The correct translation is ""I believe that the problems with chemicals policy also show that having our own committee on sustainable development does not help us out of the difficulties.""|||END|||"	clean_translation
Ein Traumwetter hatte die Tennisabteilung der Sportfreunde Rohrdorf zum Turnier der örtlichen Vereine und Freunde erhalten.	The tennis division of the Sportfreunde Rohrdorf (Rohrdorf Sports Fans) enjoyed perfect weather for the tournament for local clubs and enthusiasts.	A dream weather had been forecast for the tennis section of Sportfreunde Rohrdorf for the local club tournament.	Semantic Error	"The model translation is ""A dream weather had been forecast for the tennis section of Sportfreunde Rohrdorf for the local club tournament.""
The German ""hatte...erhalten"" means ""enjoyed"" not ""had been forecast"" - the model completely changed the meaning from experiencing good weather to predicting it. The phrase ""Ein Traumwetter"" should be ""perfect weather"" not ""A dream weather"" - grammatical issue with article and word choice. The phrase ""Tennisabteilung"" should be ""tennis division"" not ""tennis section"" - different organizational terminology. The target includes explanation ""(Rohrdorf Sports Fans)"" which is omitted. The phrase ""zum Turnier der örtlichen Vereine und Freunde"" should be ""for the tournament for local clubs and enthusiasts"" not ""for the local club tournament"" - the model simplifies the description.
The correct translation should be ""The tennis division of the Sportfreunde Rohrdorf (Rohrdorf Sports Fans) enjoyed perfect weather for the tournament for local clubs and enthusiasts.""|||END|||"	error_correction
