source_zh	target_en
但他是在疫情已经酝酿了几个月后才做出的这项决定，经过确诊的埃博拉病例达到6，000起，而且有不少病例尚未被发现。	But his decision came only after the epidemic had been smoldering for many months, with 6,000 Ebola cases confirmed and many more believed to be undetected.
更糟的是，当只有印度百分之一大小的国家在一个接一个的获得金牌而印度运动员只有在失利中才被提到时，我们都感受到了一天又一天等待印度出现在奖牌榜上的羞耻。	Worse yet, we have all known the shame of waiting day after day for India to appear on the list at all, as countries a hundredth our size record gold upon gold and Indian athletes are barely mentioned among the also-rans.
然而，在世界上那么多的连续冲突和没有任何结果的和平进程中，尼泊尔的成功故事应该得到世界的认可和支持。	Yet, amid too many continuing conflicts and failing peace processes around the world, a success story deserves to be recognized and supported.
日本的经济规模大约是美国的一半，其增长动力仍然很弱。 在2008年的第二季度，日本经济以2.4%的年化率收缩，这主要是因为疲弱的出口造成的。	In Japan, with an economy of about half the size of the US, growth forces remain weak. In the second quarter of 2008, the Japanese economy shrank at an annualized rate of 2.4%, primarily due to weak exports.
在国内方面，两党都承诺要治理腐败，颠覆它们所谓的谋私利的政治建制派，同时采取激进政策降低失业、重新分配收入。	On the domestic front, both parties have promised to tackle corruption and topple what they see as a self-serving political establishment, while introducing radical policies to reduce unemployment and redistribute incomes.
尽管日本NSC长期缺位，但对日本来说，现在成立NSC、获得它几乎必将带来的政策方向和一致性改进为时未晚。	Although the establishment of the Japanese NSC is long overdue, it is not too late for Japan to benefit from the improvement in policy direction and coherence that it seems certain to bring.
印度环境部部长拉姆·拉梅什说 ： “ 在气候科学和气候传教之间是有清晰的区别的，而我本人站在气候科学这一边 。 ”	India’s environment minister, Jairam Ramesh, declared: “There is a fine line between climate science and climate evangelism. I am for climate science.”
他们当代的继承者通过与主流的现代思想的全面接触，力求更好地了解如何通过穆斯林的传统表达伊斯兰的公理。	By engaging fully with the main currents of modern thinking, their contemporary successors seek to better understand how universal principles can be expressed through Muslim tradition.
尽管其他捐助国，包括加拿大和法国，有时会对洪森的侵权行为提出反对意见，但作为拥有最多筹码的美国政府在历史上一直是主要的指控方。	Although other donor countries, such as Canada and France, have at times spoken out against Hun Sen’s abuses, the US government, as the actor wielding the most leverage, has historically led the charge.
凯恩斯在1931年向英国议会提交的《麦克米伦报告（Macmillan Report ） 》 中建议，将进口关税与出口补贴配套使用这将实现与汇率贬值相仿的效应，同时又能维持黄金与英镑的平价关系。	In his 1931 Macmillan Report to the British Parliament, Keynes proposed that an import tariff be paired with an export subsidy, which would mimic the effects of exchange-rate devaluation, while maintaining the gold-pound parity.
通过推进全球化 — — 通过迫使民众吞下更多开放的苦果 — — 他们成功积累了大量财富，然后通过避税、离岸外包和其他见不得人的手段来加以保护。	By advancing globalization – by forcing ever-more openness down the people’s throat – they have accumulated massive wealth, which they then protect through tax avoidance, offshoring, and other schemes.
在功能生，这等价于刺激新一波“僵尸贷款 ” — —20世纪90年代贷给毫无偿债能力的日本借款人的不符合经济学原理的贷款。	This is the functional equivalent of promoting another surge of “zombie lending” – the uneconomic loans made to insolvent Japanese borrowers in the 1990s.
而亚洲基础设施投资银行或许无法做到的则是帮助提升亚洲的经济治理水平 — — 尤其是因为日本，澳大利亚，印尼和韩国这几个GDP总量加起来几乎与中国相等的国家尚未成为银行成员。	What the AIIB may not be able to do is contribute to improved economic governance in Asia – not least because Japan, Australia, Indonesia, and South Korea, whose total GDP is roughly equal to China’s, are not yet members.
还有最后一个令人痛苦的事实：如果说民粹主义的崛起反映了对再分配的要求，那么我们应该看到左翼而非右翼得势。	There is one final prickly fact to consider: if surging populism reflected a demand for redistribution, we would expect the surge to be on the left, not the right.
比如，德国在2003—2006年的改革大大地增加了灵活性（尽管它所处的全球和欧元区条件更为有利 ） 。	For example, the German reforms of 2003-2006 increased flexibility significantly (though in a more benign global and eurozone setting).
但对于可能的税收变化的细节，我仍然要看过去几年中由众议长保罗·瑞恩（Paul Ryan）及其同事们所制定的计划。	But for the details of the potential tax changes, I still look to the plans developed over the past several years by House Speaker Paul Ryan and his colleagues.
当我们回望二十世纪 — — 人类历史上经济增长最为成功的阶段，并作出推断的时候，我们也有带着选择偏误。	There is also the selection bias that we infer from looking at the twentieth century, the most successful in terms of economic growth in human history.
不难预测，这一讨论目前又陷入了国家模式：债权国不反对通缩，因为这增加了它们的投资的价值；而债务国的偿债负担会日益沉重。	The discussion has so far followed easily predictable national patterns: Creditor countries do not object to deflation, because it increases the real value of their investment, whereas debtor countries’ repayment burdens would grow heavier.
由于缺乏大规模常备部队（19世纪70年代，美国海军的规模还比不上智利 ） ， 美国在19世纪全球权力平衡中发挥的作用并不重要。	Lacking a large standing army (and with a navy that in the 1870s was smaller than Chile’s), the US played a minor role in the nineteenth-century global balance of power.
一直有人指责非国家行动者在叙利亚和伊拉克北部使用化学武器，这尤其令人担心，因为这增加了有毒化学品正在用于恐怖袭击的可能性。	Persistent allegations that non-state actors are using chemical weapons in Syria and northern Iraq are of particular concern, as they raise the possibility of toxic chemicals being used in terrorist attacks.
在伊拉克一战中，若美国能获得国际舆论的支持，那么它所采取的行动即使面对否决票也能获得一定的合法性，但是布什总统没有这么做。	In the case of the Iraq War, President Bush never established a broad consensus that might have provided legitimacy in the face of a veto.
尽管意识到美国并不是它一直宣称那样充满机会的事实令世界其他国家的人和美国人一样感到窘迫不安，但全球层面上的机会不平等更严重。	While the realization that America is not the land of opportunity that it has long claimed to be is as disconcerting to others as it is to Americans, inequality of opportunity at the global scale is even greater.
如果欧元想生存下来的话，欧元区成员国必须行动起来，而其他对欧洲一体化有不同程度承诺的成员国则依然处于边缘地位。	If the euro is to survive, eurozone members must act, while other EU members with various levels of commitment to European integration remain on the fringe.
根据一个可靠的、经过同行评议的模型，欧盟减排20%的效果在2100年也只能将变暖推迟两年，而其成本却将是每年约900亿美金。	According to one well-established and peer-reviewed model, the effect of the EU cutting emissions by 20% will postpone warming in 2100 by just two years, yet the cost will be about $90 billion annually.
他们没能看出美国官员认为叙利亚与巴勒斯坦、伊拉克和黎巴嫩领土上的伊斯兰恐怖组织串通一气，大搞恐怖活动。	They fail to see that American officials regard Syria as complicit in the activities of Islamist terrorist groups in the Palestinian territories, Iraq, and Lebanon.
认识到武装或支持任何地方的伊斯兰激进派最终都将助长国际恐怖主义，这样的便利联盟（alliances of convenience）应该避免。	Recognizing that arming or supporting Islamist radicals anywhere ultimately fuels international terrorism, such alliances of convenience should be avoided.
最近的金融危机爆发以来，修正这一失衡的必要性日益凸显，银行重建资本基础（以及满足更严格的监管要求）导致了信用配给现象。	The need to redress that imbalance has become increasingly evident since the recent financial crisis, as banks' efforts to rebuild their capital bases (and meet stricter regulatory requirements) has led to credit rationing.
遏制无序蔓延需要协调性的领地战略，以便各城市能够解决共同的问题，如商品运输、住房和服务集群以及产业走廊的管理和部署。	Limiting sprawl requires a coordinated territorial strategy, so that cities can address common concerns, like the transportation of goods, clustering of housing and services, and management and placement of industrial corridors.
上个月，这位同一个总统所统率的军队把一枚导弹瞄准了一个靠近阿富汗边境的巴基斯坦村庄达马多拉的一个房子。	Last month, the military forces that this same president commands aimed a missile at a house in Damadola, a Pakistani village near the Afghanistan border.
此外，他的提名将引起另一位德国人、欧洲央行理事会唯一的女委员劳腾施莱格尔（Sabine Lautenschläger）辞职。	Moreover, his nomination will trigger the resignation of another German, Sabine Lautenschläger, the only woman on the ECB’s executive board.
造成这种混乱的原因非常复杂，但归根结底，美国、欧洲和国际机构根本不愿为流离失所的穷人考虑是一切混乱的源泉。	Many factors contribute to this disarray, beginning with the shocking inability of the US, Europe, and the international organizations to understand things from the perspective of poor and displaced people.
与此同时，在俄罗斯天然气工业股份公司对其核心活动，即生产的投资持续下降的情况下，一场危机正在降临，而这需要欧盟出面来掌控局势。	Meanwhile, with investment in Gazprom’s core activity – production – steadily declining, a crisis is looming, one that requires the stewardship and steady hand of the EU.
为了认定是否应该放开人类器官移植或者使用雇佣兵参战，我们需要深刻思考与人类尊严和公民责任有关的问题。	To decide whether we should allow the buying and selling of human organs for transplantation, or hire mercenaries to fight our wars, we have to think through hard questions about human dignity and civic responsibility.
哈佛大学肯尼迪学院的兰特·普里切特为印度发明了一个新专属名词 ： “ 失控的国家 ” — —在这个国家里，能力卓著的政府高层无法控制低效的底层人员，从而影响了执政效率。	Lant Pritchett of the Harvard Kennedy School has coined a new name for India: a “flailing state” – a state where the government’s extremely competent upper echelons are unable to control its inefficient lower levels, resulting in poor performance.
只要拥有核武器依然是国家展示其大国地位最明确的方式，保持核武器的研发能力对伊朗这样的国家就极具诱惑力，甚至不惜作伪证。	As long as possessing nuclear weapons remains a state’s clearest way to demonstrate its bona fides as a great power, maintaining the potential to develop such weapons will be too tempting for countries like Iran to forswear.
但葛里萨的裁决却在鼓励高利贷行为，威胁了国际金融市场的运行，也践踏了现代资本主义的一条基本原则：资不抵债的债务人需要从新开始。	Griesa’s ruling, however, encourages usurious behavior, threatens the functioning of international financial markets, and defies a basic tenet of modern capitalism: insolvent debtors need a fresh start.
在休斯敦，当局为飓风哈维做好了准备，这部分来源于从飓风卡特里娜中所吸取的教训，卡特里娜曾于2005年将新奥尔良变成了一片废墟。	In Houston, authorities were ready for Harvey in part because of lessons learned from Hurricane Katrina, which devastated New Orleans in 2005.
当选的18名成员中（巴勒斯坦自治机构领导人穆罕默德·阿巴斯随后将增加任命4名成员 ） ， 不超过两位，即只有纳比尔·沙阿斯和穆罕默德·施塔耶是真正的温和派。	Of the 18 elected members (Palestinian Authority leader Mahmoud Abbas will appoint four more later), no more than two (Nabil Shaath and Muhammad Shtayyeh) are really moderate.
与此同时，科技巨头也可以辩解说，如果它们可以更快地进入效率低下的生产和分销领域，尤其是移动支付，中国的整体生产率增长还能更快。	The tech giants, meanwhile, argue that if they could just move faster into inefficient production and distribution areas, not least mobile payments, productivity growth would accelerate.
坎登的巨大成功促使该基金会又资助了波士顿、克利夫兰、辛辛那提、西密歇根和加州洪堡县（Humboldt County）的类似实验。	The remarkable success in Camden has prompted the foundation to fund similar experiments in Boston, Cleveland, Cincinnati, western Michigan, and Humboldt County, California.
不甘落后的“尼基塔飓风”抓住一切机会搅动外交这趟浑水，边吹口哨边拍桌子 — — 甚至据说脱下鞋子来敲打桌面。	Not to be outdone, “Hurricane Nikita” used every opportunity to stir the diplomatic pot, whistling and banging his fists – and even, allegedly, his shoe – on the desk.
一些民主党人放下了他们的民族自豪感，说最近被《时代》杂志冠以欧洲国王名号的法国的年轻总统马克龙更适合介入接手伊拉克和伊朗问题。	Some Democrats swallow their national pride and say that France’s young president, Emmanuel Macron, newly crowned by Time magazine as king of Europe, is in a better position to step in and stay the hand of Iraq and Iran.
上个月，默克尔宣布自己不会再寻求连任总理，并且将在今年年底辞去基督教民主联盟（简称基民盟）的领导职务。	Last month, Merkel announced that she would not be seeking another term as chancellor, and that at the end of this year, she would step down as leader of the Christian Democratic Union (CDU).
在2007年“藏红花革命 ” （ Saffron Revolution）中勇敢面对缅甸军方的和尚，如今正在对该国穆斯林罗兴亚人行使暴力。	Some of the same Buddhist monks who braved Myanmar’s military junta in the “Saffron Revolution” of 2007 today incite violence against members of the country’s Muslim Rohingya minority.
人们对发生另一场欧洲战争的担忧促成了欧洲统一的梦想，天真地希望独立国家已经过时并将让位于出众的欧洲人，这种希望支持着该梦想，这个不切实际的梦想破灭了吗？	Was the dream of a unified Europe – inspired by fears of another European war, and sustained by the idealistic hope that nation-states were obsolete and would give way to good Europeans – a utopian dead end?
同时，在土耳其对待它的邻国的态度转变的时候，它的统治精英已经注意到欧盟把那些拥有更弱小市场经济和更短的民主历史的前共产主义国家接纳为会员。	Meanwhile, as Turkey’s attitude toward its neighbors has changed, its governing elite has watched the EU embrace ex-communist countries with far shakier market economies and shorter democratic records.
如果作为伯克（Edmund Burke）和贝恩（Tony Benn）的故乡的英国可以发生这种事，其他地方绝对也可以发生。	If it can happen here – in the homeland of Edmund Burke and Tony Benn – it truly can happen anywhere.
更令人担心的是强大的新网络、生物和纳米技术带来的不利风险：通过错误或者恐怖，一小撮人可能带来社会的急速崩塌，政府根本来不及响应。	Even more worrying are the downside risks of powerful new cyber, bio, and nanotechnologies: A few individuals, via error or terror, could ignite a societal breakdown so quickly that government responses would be overwhelmed.
因此，张成泽的处决是对中国国家主席习近平的直接挑战 — — 在常规情形中，这一动作将使中国中止、至少暂时削减对朝支持。	Chang’s execution was thus a straightforward challenge to Chinese President Xi Jinping – a move that, under normal circumstances, would prompt China to suspend, or at least reduce, its support for North Korea.
美国尤其如此，市场非常欢迎美联储延长近零利率（负真实利率）政策、激进的政策指导以及资产购买方案的三管齐下 — — 所有这些都让投资者更多地承担风险。	This is most evident in the US, where markets love the Federal Reserve’s trifecta of near-zero policy interest rates (negative in real terms), aggressive forward policy guidance, and asset purchases – all of which push investors to take more risk.
也许约翰·斯坦贝克（John Steinbeck）说得对 ： “ 社会主义之所以未能在美国扎根，是因为穷人总觉得自己不是被剥削的无产阶级，而是暂时陷入困境的百万富翁 。 ”	Perhaps John Steinbeck got it right when he supposedly said that, “Socialism never took root in America because the poor see themselves not as an exploited proletariat, but as temporarily embarrassed millionaires.”
实际上他们把注意力都放在了美国的外债上，却忽视了家庭负债（抵押贷款和消费者债务 ） 、 公共负债，商业债务和金融债务等方面的问题。	Instead, they focused exclusively on US foreign debt, ignoring household debt (mortgage and consumer debt), public debt, business debt, and financial debt.
考虑到我们面临的挑战（IPCC已清楚阐明其量级和性质 ） ， 下半年的哥本哈根会议必须就充分处理气候变化问题达成多边协议。	Given the challenge facing us, the magnitude and nature of which were clearly brought out by the IPCC, the Copenhagen Conference later this year must produce a multi-lateral agreement that deals adequately with climate change.
库尔德地区在朝自治的方向前进，而逊尼派受到宗教色彩强烈的、由什叶派主导的威权中央政府的排挤，日渐被边缘化。	Kurdistan has embarked on a path toward increased autonomy, while the Sunnis are increasingly marginalized by a sectarian and authoritarian Shia-dominated central government.
美国发动阿富汗战争以来已导致超过40,000名平民丧生，因为巴基斯坦政府与助其掌权的势力展开了罪恶的合作。	More than 40,000 citizens have been killed since the beginning of the US war in Afghanistan, because Pakistan’s government criminally collaborates with forces that facilitated its rise to power.
博岑（波尔扎诺）的贷款成本是临近的因斯布鲁克的两倍，这是完全不合理的；事实上，如此武断的差异只能破坏竞争，导致经济停滞。	There is no reason why loans in Bozen (Bolzano) should cost twice as much as those in nearby Innsbruck; in fact, such arbitrary divergences merely undermine competition and cause economic stagnation.
这些天来，我一直在想这一挑战。 因为我的新项目HICCup（健康计划协调委员会，Health Initiative Coordinating Council）旨在（部分地）帮助大量的人这样做，尽管一开始该项目的对象只局限在少数社区。	I think about this challenge a lot these days, because my new startup, called HICCup (Health Initiative Coordinating Council), aims (in part) to help people do just that on a massive scale, though initially concentrated in just a few communities.
那些在这一领域的人了解这项技术，其中一些人还会按照商定的标准来设计这项技术；但不能让他们独自去制定这些标准。	Those in the field know the technology and will be the ones to design it according to agreed standards; but they must not decide alone what those standards will be.
包括机器人在内的先进制造技术意味着创造出的少数工作将需要更高的技能，将被安置在那些与流失就业岗位所在地不同的地点。	Advanced manufacturing technology, including robots, means that the few jobs created will require higher skills and will be placed at different locations than the jobs that were lost.
这一思维状态的受益者是反建制候选人，他们力挺反对自由贸易和移民改革，要求彻底改变当前税收和支出政策。	The beneficiaries of this state of mind are anti-establishment candidates who espouse policies in opposition to free trade and immigration reform and who call for a radical overhaul of current tax and spending policies.
比如马尔万·巴尔豪迪这个依然在押的暴力活动领袖就获选为中央委员会的新成员，而中央委员会则是法塔赫的最高执行机构。	A jailed intifada leader, Marwan Barghouti, was among the highest elected new leaders to the central committee, the movement’s executive body.
也许是担心导致更大的社会动荡，因此西西至今仍未满足去年11月国际货币基金组织（IMF）所提出的作为其120亿美元援助计划的一部分的条件。	Perhaps fearing even greater social unrest, Sisi has yet to meet the conditions set last November by the International Monetary Fund as part of a $12 billion bailout.
但为何当选总统比君主更适合刺激关于社会价值和当务之急的公共争论？ 最重要的原因是他更有可能具有出众的能力。	But the most important reason why an elected president is better equipped than a monarch to catalyze a public conversation about a society’s values and priorities is that he or she is more likely to be a person of superior ability.
就业问题甚至可能被进一步利用，发展中国家常见的工作环境差、工资水平低、童工和其它问题也无一例外成了博取支持的武器。	The jobs issue could be exploited further by citing poor working conditions, low wages, child labor, and other problems commonly found in developing countries.
而欧洲当局推迟了重要的难民政策决定，以避免对英国全民公决造成消极影响，从而让加莱等地的乱象持久持续。	And the European authorities delayed important decisions on refugee policy in order to avoid a negative effect on the British referendum vote, thereby perpetuating scenes of chaos like the one in Calais.
从1980年以来，全球能源需求增加了50%以上，而且预计将会从现在起到2030年每年增加1.6 % 。	Worldwide energy demand has increased by more than 50% since 1980, and is expected to grow annually by 1.6% between now and 2030.
泥浆、垃圾和人的排泄物构成了苦难的岩浆，带刺铁丝网和官方的冷漠 — — 欧盟和希腊当局提供的少得可怜的资源就是明证 — — 构成了地狱界。	Mud, refuse, and human excrement formed a magma of misery, a hellscape surrounded by barbed wire and the official indifference reflected in the puny resources provided by the European Union and Greek authorities.
因为在1960年代，包括美国前总统约翰·F·肯尼迪在内许多人都曾经认为到今天世界上将存在数十个拥有核武器的国家，而且这些国家极有可能会动用核武器。	Many people, including President John F. Kennedy, believed in the 1960’s that there would be dozens of countries with nuclear weapons by now, and that their use would be highly probable.
在特朗普就任总统期间和在那之后，上述转移将只会加速，除非为了保住美国来之不易且代价昂贵的全球优势而做出重大的变革。	That shift will only accelerate further during and after Trump’s presidency, unless major changes are made to retain America’s costly, hard-earned global preeminence.
这部现在被引为电视史上收视率最高的纪录片《浩劫后》使得美国总统罗纳德·里根感到“万分沮丧 ” ， 并重新思考自己的核战略。	The Day After, now cited as the highest-rated film in TV history, left then-US President Ronald Reagan “greatly depressed” and caused him to rethink his nuclear strategy.
确实，看起来克里姆林宫的每个人都在阅读纳粹法学家施密特的著作。 施密特教诲说，指出你的敌人是政治的中心使命。	Indeed, it seems as if everyone in the Kremlin is reading Carl Schmitt, the Nazi legal theorist who taught that naming your enemy is the central mission of politics.
如果希腊等国想���保未来几十年国内民众的健康和繁荣，他们就必须想法设法防止当前经济活动进一步加剧本已不可持续的环境债务。	If Greece and other countries are to ensure the health and prosperity of their citizens in the decades to come, they will have to find a way to prevent current economic activity from increasing an already unsustainable burden of environmental debt.
结果，这些国家中的城市被一一铲平，杀害平民的不仅有纳粹，还有入侵波兰为纳粹德国国防军提供西线战争所需物资的苏联军队。	As a result, cities in those countries were flattened and people killed not only by the Nazis, but also by their Soviet ally, which invaded Poland and supplied the Wehrmacht with the material it needed for its war against the West.
我们并不是那么习惯于以促进清洁能源、霍乱疫苗或者帮助非洲贫困农民抵御干旱的作物等新技术来思考全球合作问题。	We are less accustomed to thinking of global cooperation to promote new technologies, such as clean energy, a malaria vaccine, or drought-resistant crops to help poor African farmers.
即使签订了核协议并得到了实施，也不能影响这一现实，反而有可能让形势变得更加糟糕，因为伊朗可能会获得更好的名声，并且其建造核武器的长期选择并未受到影响。	Even a nuclear agreement that is signed and implemented will not affect this reality and might even make it worse, as Iran could well emerge with its reputation enhanced and a long-term option to build nuclear weapons intact.
此外，如 波兰总理塔斯克（Donald Tusk）所提出的，欧盟应该认真思考将能源采购从第三方手中集中过来。	Moreover, the EU should contemplate centralizing the purchase of energy from third parties, as proposed by Polish Prime Minister Donald Tusk.
梅在访问华盛顿时就采用了这种策略，她在特朗普在联合记者会上公开声明支持酷刑时默默站在一边什么都没说。	That is the approach May took on her visit to Washington, DC, when she stood by silently as Trump openly declared his support for the use of torture at their joint press conference.
此外，我们的公务员注重解决问题，表现出一定程度的足智多谋，发明了许多地方化的方案以解决诸如确保食品安全、清洁水和住房的充足供应等人类发展挑战。	Moreover, our civil servants embrace problem solving, demonstrating a level of resourcefulness that has produced many localized solutions to human development challenges such as ensuring food security and adequate supplies of clean water and housing.
到2030年，它希望能够从可再生能源中获取40％的电力供应，最早从2022年开始通过太阳能发电获得100兆瓦的电力。	It hopes to generate 40% of its energy from renewable sources by 2030, and it expects 100 gigawatts of that to come from solar energy by as early as 2022.
2008年穆沙拉夫在民众压力下辞职，在随后的新一轮选举中贝纳齐尔·布托（在去年12月死于暗杀）的鳏夫阿西夫·扎尔达里（Asif Zardari）胜出并担任总统职务。	In 2008, Musharraf resigned under popular pressure, and a new election brought Asif Zardari, the widower of Benazir Bhutto, who had been assassinated the previous December, to the presidency.
他们认为如倘若欧洲真的想作为全球事务参与者被受到重视的话，就必须在送钱的同时展示一下自己的一身肌肉。	If Europe is to be taken seriously as a global player, they argue, it must also flex some muscle when it delivers the money.
As in previous years, Project Syndicate asked its commentators to offer their best guesses about the events and trends that will define the coming 12 months.	Following its targeted killing of Iran's second most powerful leader, the US could well find itself with no alternative but to devote more military resources to the Middle East, a path that could lead to additional Iranian provocations.
传统上，低收入国家的债权人是富裕国家政府和多边机构，如果索债意味着借款国必须削减教育和卫生等关键公共服务，就会饱受政治压力。	Traditionally, low-income countries’ creditors were rich-world governments and multilateral organizations that found it politically unfeasible to call in debts if this meant that borrowers had to cut vital public services such as education or health.
发自雅典 — — 当欧元区建立之时，它的缔造者们希望它能逐渐朝着以财政统一，人员自由流动以及政治联盟为特点的“优化货币区 ” 。	ATHENS – When the eurozone was established, its creators envisioned gradual progress toward an “optimal currency area,” characterized by fiscal integration, the free movement of labor, and political union.
更重要的是在过去10年间，铀矿的开采只能满足全世界核能发电燃料总需求量的2/3 — — 2010年度需求量约为6.8万当量吨天然铀。	Furthermore, during the past 10 years, only about two-thirds of worldwide demand for nuclear fuel – about 68,000 tons of natural uranium equivalent are needed for 2010 – was met from resources obtained from mining.
这差不多等于美国与1951年的日本，1967年的新加坡，1975年的台湾，1977年的韩国之间的差距 — — 这四个国家正是发展委员会研究的13个成功的经济体中的4个。	That is roughly the same gap that existed between the US and Japan in 1951, Singapore in 1967, Taiwan in 1975, and South Korea in 1977 – four economies that are also among the 13 successful economies studied by the Growth Commission.
一项针对总统修辞学方面的详细研究也证明即便是富兰克林·罗斯福或者罗纳德·里根这样的著名演说家都无法仅靠个人魅力来推动政策项目。	One careful study of presidential rhetoric found that even such famous orators as Franklin Roosevelt and Ronald Reagan could not count on charisma to enact their programs.
欧洲人不应该为了促进贸易而损害他们对隐私的真正关注，因为贸易（有时）只是实现更高生活水平的手段而已。	Europeans should not have to compromise their genuinely held concerns about privacy just to promote trade, which is simply a means (sometimes) to achieving higher living standards.
但是，尽管这并没有实现，但欧洲原则也显然没有失去吸引力，最近乌克兰总统亚努科维奇决定与欧洲决裂的消息引起乌克兰人民示威游行就是明证。	But, while that did not occur, European principles certainly have not lost their allure, as recent protests in Ukraine, triggered by President Viktor Yanukovych’s decision to shun closer ties with Europe, have shown.
即使这种错误的激励措施都被避免，为了控制成本, 还有更棘手的问题需要面对。 其中之一就是新药物的花费。	Development costs have to be passed on in drug prices, which may be exceptionally high when a drug benefits only a relatively small number of patients.
据国际货币基金组织（IMF ） ， 2009—2016年世界贸易量年增长平均刚刚超过3 % — —只有1980—2008年期间6%的一半。	According to the International Monetary Fund, annual growth in the volume of world trade has averaged just 3% over the 2009-2016 period – half the 6% rate from 1980 to 2008.
除了美国士兵在监狱内外的暴力之外，伊拉克妇女每天都面临来自武装人员假借宗教和“解放”名义施加的暴力。	In addition to violence by US troops inside and outside of prisons, women in Iraq face daily violence from militants under the guise of religion and “liberation.”
但伊朗的不光彩的遗产 — — 从197年人质危机到如今的干涉叙利亚 — — 不是许多美国决策者可以轻易原谅或忘却的。	But the country’s dark legacy, from the hostage crisis in 1979 to its involvement in Syria today, is not one that many US policymakers will readily forgive or forget.
鉴于法官的同业公会在过去半个世纪以来一直对行政权力之争保持相对独立的姿态，所以这一决定是向更公平的选举迈进了一大步。	This was a major step toward fairer elections, as the judges’ professional union has remained fairly independent over the past half-century of executive power grabs.
官方的统计数字很可能高估了经济增长水平，因为该统计忽略了一些重要事实，即小企业的经营情绪（business sentiment）极其低落，它们的产出仍在急剧下滑。	But official measures of GDP may grossly overstate growth in the economy as they don't capture the fact that business sentiment among small firms is abysmal and their output is still falling sharply.
一些大学成立了委员会，就大学受托人投资组合中的环境、社会和治理（ESG）相关内容提供建议，最常见的情形是要举行支持ESG方案的代理投票时。	Several have committees that advise university trustees on environmental, social, and governance (ESG) issues in their portfolio, most commonly when proxy votes in support of ESG proposals are to be held.
成为真正的全球领袖意味着决定和联结市场赖以运行的全球经济结构 — — 美国承担这一角色已接近70年。	Being a true global leader means shaping and connecting the global economic structures within which states and markets operate – something the US has been doing for almost 70 years.
短期和长期的政策也因此紧密地联系了起来；除非临时应急措施能与根本性的长期结构改革相结合，另一个与目前类似（甚至更加恶劣的）灾难将在劫难逃。	Short-term and long-term policies are therefore closely related; unless temporary stopgaps are combined with fundamental long-term structural reform, another disaster like the current one – or worse – will become inevitable.
公民社会团体、政治党派、联合国甚至一些企业利益集团都强烈反对该立法，因此政府的这一行为是难以理解和宽恕的。	Given strong opposition from civil-society groups, political parties, the United Nations, and even some business interests, the government’s behavior was both understandable and inexcusable.
比如，作为下一个即将面临选举的主要领导人的英国首相托尼·布莱尔大打人格魅力牌并大谈政治事务，但是他代表的毕竟是中层阶级的价值观。	For example, Prime Minister Tony Blair, the next major leader to face an election, plays the personality card and talks about policies, but he represents above all a set of middle-class values.
美国梦正在让位给阶级意识 — — 对于这个建立在人人都能通过努力工作改善生活的理想的国家来说，这是个影响深远的变化。	The American Dream is giving way to class consciousness – a profound change for a country founded on the ideal that anyone can improve his or her lot through hard work.
根据世界银行的统计，彻底消除所有的商品贸易障碍对发展中国家收入的最终推进比例不超过1 % ， 对发达国家收入的影响就更小了。	According to World Bank estimates, complete elimination of all merchandise trade restrictions would ultimately boost developing-country incomes by no more than 1%. The impact on developed-country incomes would be even smaller.
WWF全球总干事詹姆斯·李普（James Leape）解释说，它提供了一个“全球平台，使亿万人可以表达他们对气候变化的灾难性后果的担忧之情 。 ”	As WWF Director-General James Leape explained, it provides “a global platform for millions of people to voice their concern about the devastating effects of climate change.”
此外，能源和食品价格的波动非常剧烈而且基本上不可预测，与此同时，其价格的变化速度也随着这种波动越来越快。	Moreover, energy and food price shocks can be both large and largely unpredictable, while the speed of price changes tends to increase with big shocks.
伦敦 — “ 那个在你手指上的钻石，说一下它是怎么样变成你的 ？ ” 莎士比亚笔下的辛柏林（Cymbeline）问。	LONDON – “That diamond upon your finger, say how came it yours?” asks Shakespeare’s Cymbeline.
比如我的一位亲戚眼睛出了毛病，她的医生将其转给了另一个眼科医生，但眼科医生检查之后认为没必要做手术，于是又把她转回去了原来的医生处。	A member of my family recently had an eye problem, and was referred by her general practitioner to an eye surgeon. The surgeon examined the eye, said that it didn’t need surgery, and sent her back to the general practitioner.
但这一建议不但受到担心国际货币基金组织对问题债务国太友好的债权国的反对，也受到预料到近期信誉可能遭到质疑的新兴市场的反对。	But the proposal faced sharp opposition not only from creditors who feared that the IMF would be too friendly to problem debtors, but also from emerging markets that foresaw no near-term risk to their perceived creditworthiness.
像今年这样的厄尔尼诺相关天气事件（更准确地说应该是“厄尔尼诺南部震荡 ” ） 的影响因为其全球效应而显得尤其巨大。	The impact of El Niño-related weather events like the one this year (known more precisely as “El Niño Southern Oscillation” events) can be especially large because of their global reach.
他未能充分认识到这些战斗人员对土耳其自身安全造成的威胁，尤其当伊斯兰教附属团体的诸多参与者对土耳其怀有的敌意并不逊于阿萨德。	He failed to recognize fully the danger these fighters posed to Turkey’s own security, particularly as many of them joined Islamist-affiliated groups that are as hostile to Turkey as they are to Assad.
这一减税方案应该与经济状况挂钩，随着就业的复苏（比如就业人口占总人口比例恢复到2007年水平时）而降级。	These tax cuts should also be linked to the state of the economy, so that they would wind down as employment recovers (for example, to its level in 2007, relative to total population).
