source_zh	target_en
这首先意味着我们必须避免沦为2003年的美国 — — 当时小布什总统将“全球反恐战争”扩大到伊拉克。	That means, above all, that we must avoid becoming like America in 2003, when President George W. Bush extended the “global war on terror” to Iraq.
它不仅适合那种时常阴冷下点小雨的气候，而且相对于其重量来说也令人惊讶地保暖 — — 无论是在潮湿或干燥状态下。	Not only is it perfect for a cloudy, drizzly climate, it is also surprisingly warm – wet or dry – for its weight.
法国总统马克龙在2018年7月访问了尼日利亚，做出了一个大胆的预测：如果非洲最年轻的企业家们努力工作和创新，能够改变他们的国家和全世界。	When French President Emmanuel Macron visited Nigeria in July 2018, he offered a bold prediction: if Africa’s youngest entrepreneurs worked hard and innovated, he said, they would change their countries and transform the world.
没有收声的勇敢的俄罗斯民主派已经指出，普京在吞并克里米亚时所抛出的诉求与希特勒在1938年德奥合并和苏台德危机中的立场并无区别。	Brave Russian democrats who have not yet been silenced have already remarked on the similarity between Putin’s appeal to ethnic solidarity in annexing Crimea and Hitler’s stance during the Anschluss and the Sudeten crisis in 1938.
新的数据证实，2015年是有记录以来最热的一年，并表明今年前两个月的全球气温将继续维持在破记录的高位。	The new data confirm that 2015 was the hottest year on record, and show that the global run of record-breaking temperatures continued through the first two months of this year.
比如，以色列民意可能因耶路撒冷演讲而被激发起来，支持和平；或者美国国务卿克里能够在引导谈判方面顺利前进。	For example, Israeli public opinion could become galvanized in support of peace in the wake of the Jerusalem address, or US Secretary of State John Kerry could make headway in initiating talks.
CCI表明，富国的腐败情况比穷国少，但相对腐败更少的国家，比如加纳、哥斯达黎加和丹麦，并不比发展水平相当的国家增长更快。	The CCI shows that while rich countries tend to be less corrupt than poor ones, countries that are relatively less corrupt, for their level of development, such as Ghana, Costa Rica, or Denmark, do not grow any faster than others.
叙利亚政府可以这样合理解读美国的政策 ： “ 我们会在你们恐吓或伤害本国民众的时候袖手旁观、无所作为，只要你们不使用化武 。 ”	The Syrian government could reasonably interpret US policy as follows: “We will stand by and do nothing while you terrorize or kill your own people so long as you do not use chemical weapons.”
在这方面，我们值得回顾美国五星上将乔治·马歇尔的洞见。 他在20世纪40年代重建美军时思考过这个问题。	Here, it is worth recalling the insights of US General George C. Marshall, who contemplated the topic as he worked to rebuild the US military in the 1940s.
他们的缄默带来的好处是历史上首个民主国家与共产主义独裁政府间的联合内阁会议 — — 将于今年秋天在柏林举行。	That silence is being rewarded with the first-ever joint cabinet sessions between a democracy and a communist dictatorship, which will take place in Berlin this autumn.
当这一幕发生时，我们可以预期，地表温度的升高速度将回到20世纪后期所观察到的速度，即每十年升高0.15摄氏度左右。	When they do, we can expect the increase to resume the rapid pace observed during the late twentieth century, when surface temperature rose by about 0.17 degrees Celsius every ten years.
军事撤退之后骚乱增加，国外的美军对那些试图进入索马里的杰哈德圣战者进行监视和拦截，肯尼亚和埃塞俄比亚则防止骚乱越过这一地区向外转移。	As unrest mounted with these military retreats, offshore US forces monitored and intercepted jihadists who sought to enter Somalia, while Kenya and Ethiopia blocked the unrest from metastasizing across the region.
但它绝不会容忍任何军事用途，也不支持围绕上述设施设立超过500米的“安全区 ” — —不属于领海、专属经济区 、 “ 防空识别区”或其他任何范畴。	But it does not tolerate any military use, or support more than a 500-meter “safety zone” around such installations – not a territorial sea, EEZ, “air defense identification zone,” or anything else.
尽管拉美和中国对美国的出口额自1990年起增幅显著，但在2003年，中国的贸易额上赶上墨西哥，并取代它成为美国之后加拿大的第二大贸易伙伴。	Although Latin American and Chinese exports to the US have both grown significantly since 1990, China replaced Mexico in 2003 as the second-leading exporter to the US in value terms after Canada.
中国的新策略还包括更为频繁的高层外交接触，除日本外，还重点关注其他主要地区参与者，如韩国、印度尼西亚和越南。	China’s new tactics also include more frequent high-level diplomatic engagement, focused on leading regional players, such as South Korea, Indonesia, and Vietnam, in addition to Japan.
当时的日本比现在的哥伦比亚高80 % ， 当时的法国比现在的突尼斯高42 % ， 当时的荷兰比现在的土耳其高250 % ， 当时的意大利比现在的印尼高470 % 。	It was 80% higher in Japan back then than in Colombia today, 42% higher in old France than in current Tunisia, 250% higher in the old Netherlands than in current Turkey, and 470% higher in old Italy than in current Indonesia.
尽管TPP在去年遭受重挫 — — 特朗普宣布美国退出了该协议 — — 但上个月，11个仍参与协议的环太平洋国家表示要将TPP坚持到底。	Though the TPP suffered a setback last year, when Donald Trump withdrew the United States, last month the 11 Pacific Rim countries remaining in the deal committed to keeping it alive.
但如果说蒋医生在这个过程中成为了一位英雄，那么他同时也被被标定为一个不听话的人，那种让中共担心的，暗地里不服管束的人。	But if Dr. Jiang became a hero in the process, he was also marked as insubordinate, the kind of potentially uncontrollable person that the Chinese Communist Party fears.
对于“新自由主义”的信念还建立在美国经济成功的基础之上。 美国经济在九十年代的大部分时间里好像展示了自由市场的优越性。	Belief in “neoliberalism” also was based on the success of the US economy, which for much of the 1990’s seemed to demonstrate the superiority of free markets.
最近，奥巴马的连任竞选活动对此进行了反击，放出了一则电视广告，广告中一位妇女说：这是“当女人的恐怖时刻 。 ” 这句话是针对罗姆尼的，后者说他支持禁止堕胎。	Recently, President Barack Obama’s re-election campaign counter-attacked, releasing a television advertisement in which a woman says that it is “a scary time to be a woman,” because Mitt Romney has said that he supports outlawing abortion.
上述举措将对整个教育体制产生积极的影响，因为非洲卡内基梅隆大学正在积极采取措施大幅提高女性科学人才的入学率。	These commitments will have a positive effect on the entire institution, as CMU-Africa seeks to increase dramatically enrollment of female scientists.
那么对这一观点 — — 对自由的推动只不过是一项地缘政治工具 — — 的普遍承认对谁最有好处？ 答案就是世界上最庞大，最古老，也最强大的独裁国家 — — 中国。	No one has a greater interest in broad acceptance of this noxious idea – that promotion of human freedom is nothing more than a geopolitical tool – than the world’s largest, oldest, and most powerful autocracy, China.
用“可怕的后果”来警告叙利亚政权不要使用化学武器其实只意味着一点 : “ 随便轰炸你自己的平民，不过只可以用传统的武器 。 ”	Threatening the Syrian regime with “terrible consequences” if it were to use chemical weapons means only one thing: “Bomb your civilians at will, but use only conventional munitions.”
这些发现，再加上其他教育和营养政策方面的建议，都已经呈献给要求制定行动计划的安达拉邦首席部长钠拉·钱德拉巴布·奈杜（Nara Chandrababu Naidu ） 。	These findings, along with other recommendations on education and nutrition policies, have been presented to Andhra Pradesh’s chief minister, Nara Chandrababu Naidu, who has requested an action plan.
从更广义的角度讲，必须设计一套涵盖所有直接相关方的和平及安全框架 — — 包括韩国、日本、俄罗斯和中国。	More broadly, a framework for peace and security that includes all the directly affected parties – South Korea, Japan, Russia, and China – will need to be designed.
一个世纪前，经济学家兼政治学家约瑟夫·熊彼特（Joseph Schumpeter）指出，市场经济的最大好处是其创新能力。	A century ago, the economist and political scientist Joseph Schumpeter argued that the central virtue of a market economy was its capacity to innovate.
有鉴于此，脱欧者声称英国 — — 作为净进口国 — — 将在与欧盟的贸易谈判中处于强势地位的说法就是错误的。	Given this, Brexiteers are wrong to claim that the UK, as a net importer, will be in a strong position in trade negotiations with the EU.
有些，比如2008到2009年的斯里兰卡内战集中在相对较小的区域，从而导致该国大部分地区（以及经济）并未受到影响。	Some, like the 2008-2009 Sri Lankan civil war, are concentrated in a relatively small area, leaving much of the country – and thus the economy – unaffected.
研习经济史的学生都知道 ， “ 沃尔克时刻”不仅是“打赢抗通胀战争”的催化剂，也成为数十年央行传统智慧变革的历史根由。	This “Volcker moment” was, as students of economic history know, the catalyst not only for “winning the war against inflation,” but also for a multi-decade shift in conventional wisdom about central banking.
政府将“去除不同外国投资类型之间的区别，特别是外国组合投资和外国直接投资的区别，而对他们采取综合上限管理 。 ”	"The government would “do away with the distinction between different types of foreign investments, especially between foreign portfolio investments and foreign direct investments, and replace them with composite caps."""
如果莫拉维茨基担任总理，卡钦斯基可以继续利用当前非政府人士的身份来控制政府，而不必为政府的政策或行动负责。	With Morawiecki as prime minister, Kaczyński can continue to use his current non-governmental role to control the government without having to take responsibility for its policies or actions.
尽管以色列一开始担心在西奈半岛边境另一端出现伊斯兰政府，但穆斯林兄弟会的价值 — — 其影响加沙主要政治势力哈马斯的能力 — — 很快凸显无疑。	Although Israel was initially apprehensive about an Islamist government across its Sinai border, the Muslim Brotherhood’s value – its ability to influence Hamas, the dominant political force in Gaza – quickly became apparent.
这是一场伊斯兰世界大多数普通人以及一小部分企图压制他人接收其高度意识形态化和政治化的宗教版本的人之间的内战。	It is a civil war within Islam between a majority of normal people and a small minority who want to coerce others into a accepting a highly ideological and politicized version of their religion.
虽然马纳福特的审判 — — 他所面临的两项指控中的第一项 — — 并未直接涉及特朗普（至少到目前为止情况仍然如此 ） ， 但人们普遍认为这是刺激特朗普的因素，导致特朗普最近的表现甚至比以往更加颠倒。	While Manafort’s trial – the first of two he faces – does not directly involve Trump (at least so far), it is believed to be one of the things agitating Trump, who has seemed even more unhinged than usual lately.
它们为当地研究创新人士提供了了解外人可能永远无法了解的机遇的平台，并在完全切合设计目的的环境中设计和评估他们的想法。	They provide a platform for local researchers and innovators to recognize opportunities that an outsider may never see, and to develop and evaluate their ideas in the precise environment for which they are designed.
证据显示其他因素，比如经济和政治机构的质量，在决定一个国家可以吸引多少资本的问题上至少是同等重要的。	The evidence suggests that other factors such as the quality of economic and political institutions are at least as important in determining how much capital a country will attract.
同时，西班牙允许四艘美国海军驱逐舰驻防不仅对北约导弹防御意义重大，而且能够确保整个地中海区域的安全。	And, by hosting the four US Navy destroyers, Spain is making a vital contribution not just to NATO’s missile defense, but also to security throughout the Mediterranean region.
至少从2011年开始，世界就看到了这一性别差距的迹象，但关于这一差距的规模哦、性质和原因的数据很少。	The world has had evidence of this gender gap since at least 2011, but only limited data about its scope, shape, and causes.
比如，政府在配置资源 — — 如采矿权和无线频段 — — 方面无法做到透明导致了法院干预和需求变化。	For example, the government’s inability to allocate resources such as mining rights or wireless spectrum in a transparent way led the courts to intervene and demand change.
他没有意识到的是，即使是这个世界上最强大的国家都仍然需要一系列公正的全球规则以及对其进行监管的一批中立机构。	What he doesn’t realize is that even the world’s most powerful country still needs impartial global rules and disinterested institutions to oversee them.
欧盟购买量占英国出口的半数以上，而英国则只占欧盟其他国家出口的略超过十分之一 — — 这恐怕构不成有利的谈判位置。	The EU buys half of Britain’s exports, whereas the UK accounts for only a little more than a tenth of exports from the rest of the EU – hardly a strong negotiating position.
对美国战略态势的修正本应是对俄罗斯侵略行径和违规行为（尤其是在东欧）以及中国在世界舞台上越来越强硬态度的合理反应。	Revisions to America’s strategic posture would be a reasonable response to Russian aggression and rule-breaking, particularly in Eastern Europe, and to China’s growing assertiveness on the world stage.
十年以后，肯·凯西与他那帮自称“快乐调皮鬼”的哥们开着一辆自己粉刷过的巴士（当然车上也不乏搭便车的美女）又从相反的方向穿越了这个国家。	A decade later, Ken Kesey took his buddies, the Merry Pranksters, across the country in the other direction in their painted bus (granted, with female hangers-on).
事实上，在阿富汗保留军事基地可能让美国陷入针对军阀和割据势力的长期低强度战争，其风险或许比由此带来的地缘政治优势更大。	In fact, the risk of becoming locked in a protracted, low-intensity war against militancy and warlordism is likely to outweigh any geopolitical advantages that the US would gain from military bases in the country.
9月12日，欧洲委员会将提交关于单一银行监督机制（Single Banking Supervisory Mechanism）的方案。 该机制将基于三大关键原则：	On September 12, the Commission will present its proposals for a Single Banking Supervisory Mechanism based on three key principles:
一些疾病或症状 — — 包括便秘、嗅觉失灵、恶性黑色素瘤和快速动眼（REM）睡眠障碍 — — 也与帕金森病的高发病率有关。	Certain diseases or symptoms – including constipation, loss of smell, malignant melanoma, and impaired rapid eye movement (REM) sleep – also appear to be associated with a higher risk of developing the disease.
ampnbsp;ampnbsp;ampnbsp; 许多华尔街金融人士家中早已堆金砌玉，现在又重返其低赤字的财政宗教。	Many Wall Street financiers, having received their gobs of cash, are returning to their fiscal religion of low deficits.
比如说，在货币政策方面，布雷顿森林会议在1944年创立了世界货币基金组织，而组织的成员国数量也最终扩大到184个。	For example, on monetary affairs, the Bretton Woods conference created the International Monetary Fund in 1944, and it has since expanded to include 186 countries.
我们的针对私营企业的部门，即国际金融公司（ IFC ） ， 正要推出或扩大三项服务，在未来三年内预计将达到约300亿美元，以帮助私营部门。	Our private sector arm, the International Finance Corporation (IFC), is launching or expanding three facilities to help the private sector, expected to total around $30 billion over the next three years.
这俨然让我们回到了英王亨利八世执政的时代 — — 这位冲动癫狂的君主被一群财阀，马屁精和谄媚者所包围着，所有人都试图保持国家这艘大船不沉的情况下尽量给自己捞好处。	It is as if we have returned to the days of Henry VIII, an impulsive, deranged monarch who was surrounded by a gaggle of plutocrats, lickspittles, and flatterers, all trying to advance their careers while keeping the ship of state afloat.
美国和拥有页岩能源技术方面的领先优势，并建成了巨大的输油管道、炼油厂和能源部门港口网络，可以直接用于页岩气和页岩油（尽管也需要大量新投资 ） 。	It also enjoys a technological lead in shale-energy technologies, and it already has a vast network of pipelines, refineries, and ports in the energy sector that can be repurposed for shale gas and oil (though much more investment will be needed).
所有的北约成员国都必须明白，北约成员资格带来了确保其军队具有在现代战场上战斗并取胜的能力的明示和默示的义务。	All NATO countries must understand that membership brings implicit and explicit responsibilities to ensure that their military forces have the capability to fight and win on the modern-day battlefield.
病人的同意应该是一切医疗手段的前提，只要这个病人是有完全行为能力的成年人，并且处于可以自己做决定的状态。	A patient’s informed consent should be a prerequisite for all medical treatment, as long as the patient is a competent adult in a position to make a decision.
强硬派民族主义者也许不会关注，但足够多的边缘疑欧派可能会重新思考他们的立场，从而扭转52 % - 48%的脱欧公投多数。	Hard-core nationalists might pay no attention, but enough marginal Euroskeptics would probably reconsider their positions to flip the 52%-48% Brexit majority the other way.
而尽管有人多人认为不平等性比以往任何时候都更加严重，但在这个最为关键的指标上，不平等性是下降的：穷国和富国之间的寿命预期差距大幅缩小。	And while there is much talk of inequality being worse than ever, on this most vital measure, inequality is decreasing: the gap between life expectancy in poor and rich countries has narrowed dramatically.
1951年，法国总理Rene Pléven提议设立一个与ECSC相近的欧洲防卫共同体（European Defense Community，简称EDC ） 。	In 1951, French Prime Minister Rene Pléven proposed establishing a European Defense Community (EDC) alongside the ECSC.
在危机前，他们抵制监管、反对政府投资和规划；危机后，他们要求 — — 并得到了 — — 数十亿美元补偿自己的损失，即使是那些原本很容易就能预防的损失。	Before a crisis, they resist regulations and oppose government investment and planning; afterwards, they demand – and receive – billions of dollars to compensate them for their losses, even those that could easily have been prevented.
突尼斯罢黜因·阿比丁·本·阿里标志着曾备受西方领袖赞誉的阿拉伯“稳定”模式一败涂地，这种模式的实质是独裁主义和高估的经济业绩。	Zine El Abidine Ben Ali’s ouster in Tunisia signalled the collapse of the Arab “stability” model, praised by many Western leaders, consisting of authoritarianism and overrated economic performance.
但总体而言，城市平均收入至少是农村的四倍还多，表明在这样的财务状况下生活甚至比生活在农村贫困线以下更为艰苦。	But, overall, the average income in cities is at least four times higher than that in the countryside, suggesting that living on such a budget may be even tougher than living at the rural poverty line.
今天，经济学概论课程大多采用著名教授编写的教科书，作者（通常是男性）以自己的方式向学生灌输传统智慧。	Today, introductory economics is taught using a textbook in which an eminent professor authoritatively bestows the conventional wisdom on his or her (typically, his) students.
尽管阿拉伯城市众多女性在公共场合的确面临遭到口头辱骂和身体损害的双重风险，她们还必须面对诸如卫生条件差、厕所及洁净水供应有限以及鲜有隐私等难堪的问题。	Although many women in Arab cities do risk verbal and physical abuse when they are in public, they must also contend with issues like poor sanitation, limited access to toilets and clean water, and little privacy.
距离新德里一小时行程的一个小镇，一位男性穆斯林因为据传屠宰并吃掉了一只牛而被打死。 牛是印度教的圣物。	A Muslim man was beaten to death by a mob in a small town an hour from New Delhi in response to rumors that he had slaughtered and eaten a cow, sacred to Hindus.
模糊的措辞使得它们能以任意和选择性的方式来加以运用，而那些试图挑战现状的新闻自由倡导者所受到的审查则越来越严厉。	Their vague wording allows them to be applied in a selective and arbitrary manner, and press-freedom advocates that seek to challenge the status quo are coming under increased scrutiny.
其风格几乎是科学性质的，即实际的态度、前后不连贯并且不带有情感，它与中国所要求的进行一次令人信服的调查，并且有悔悟的举动从而也许能忘却这段苦痛和依然残害着人们心灵的过去已经作出了很大进展。	Its style is almost scientific – factual, staccato-like, and unemotional – and it goes a long way toward meeting China’s demand for a convincing investigation and act of contrition that might allow the bitter and still poisonous past to be overcome.
通过此方法确诊的双相障碍患者与自己报告曾被诊断为双相障碍但却没有被SCID确诊的人相比较，前者的直系亲属罹患双相障碍的风险要比后者的直系亲属高出许多。	Patients with SCID-diagnosed bipolar disorder had a significantly higher risk of bipolar disorder in their immediate family members than patients who self-reported a previous diagnosis of bipolar disorder that was not confirmed by the SCID.
为了缓和卢比的升值从而增加外部需求，印度储备银行（印度最受尊敬的机构之一，由一批合格的专业人士组建）必须得到更大的政策空间和自主权。	To mitigate the rupee’s appreciation, thereby boosting external demand, the Reserve Bank of India (RBI) – one of India’s most respected institutions, populated by qualified professionals – must be given greater policy space and autonomy.
中国或许会指出自己已经购买了巨额美国国债，从而帮美国撑住了预算赤字（那中国最近抛出美国国债的行动意味着什么？	China may point to the mountain of US Treasury bonds that it has bought up, thereby helping to sustain America’s budget deficit.
国务卿致命的性格弱点是羞怯加傲慢，而蒂勒森的秉性却恰恰是这样的 — — 而他在担任国务卿期间似乎没有一天顺利过。	Diffidence and arrogance is a fatal combination for a secretary of state, yet that is precisely what Tillerson displayed – and he rarely seemed to have a good day in the job.
一个相对美国改变自身货币政策的国家也在极大改变其现行汇率；同时，在当下这个高度全球化的世界上，这意味着极大地扰乱该国自身的进/出口部门。	A country that changes its monetary policy vis-à-vis the US changes its current exchange rate by a lot; and, in today’s highly globalized world, that means that it deranges its import and export sectors substantially.
中国的崛起和美国的相对衰落带给日本的不仅是危险，也是实施真正改革的机会，或许同时也是日本所需要的冲劲。	China’s rise and America’s relative decline present not only a danger for Japan, but also an opportunity – and perhaps the needed momentum boost – for real reform.
由于即使是许多具备金融知识的私房拥有者也会对直接参与衍生品市场望而生畏，所以开发不动产风险管理的下一步将会是创造合适的零售产品。	Because even many financially sophisticated homeowners will find direct participation in derivative markets too daunting, the next stage in the development of real estate risk management will be to create suitable retail products.
在承认相关政策损害自身形象且无助于阻止恐怖行为之前，拆毁涉嫌恐怖分子的房屋一直是以色列政府沿用多年的常规手段。	Israel’s government regularly destroyed the family homes of alleged terrorists for years before acknowledging that the policy was damaging its image – without deterring terrorist acts.
巴厘岛一揽子计划规定WTO成员要朝着降低非关税贸易壁垒方向发展 — — 例如，通过建立更透明的海关法规和减少相关贸易文件。	The Bali package commits WTO members to moving toward lowering non-tariff trade barriers – for example, by establishing more transparent customs regulations and reducing trade-related paperwork.
利用增加债务来维持眼下的消费量，无论是在家庭还是政府部门，都应该被视为一种不可持续的增长模式组成部分。	Increasing debt to sustain current consumption, whether in the household or government sector, is rightly viewed as an unsustainable element of a growth pattern.
执政的国大党领导人索尼亚·甘地主要出于性别原因竭力推动帕蒂尔当选，她称这一选举为“全国妇女的特殊时刻 ” 。	Sonia Gandhi, the leader of the ruling Congress Party, who pushed hard to promote Patil’s candidacy primarily on gender grounds, calls this election “a special moment for women across the country.”
2007年，我参观了“中国人民抗日战争纪念馆 ” ， 这个纪念馆大部分展品所表达的情绪都体现在它的名称当中。	In 2007, I visited the “Museum of the War of Chinese People’s Resistance against Japanese Aggression,” an institution whose name reflects the sentiment expressed by the bulk of its exhibits.
达杨-巴拉克警告“在（加沙）边境的壕沟之外，是无际的憎恨和复仇欲望之海，等待着平静在我们的道路上消退的那一天 。 ”	Dayan-Barak warned that “beyond the furrow of the (Gaza) border, a sea of hatred and desire for revenge is swelling, awaiting the day when serenity will dull our path.”
同样在这些公司中，对“欧洲其他国家”的销售额1997年平均只占其欧洲总销售额的不到30 % ， 而2005年已经上升到超过43 % 。	For these companies, sales to the “rest of Europe,” which represented an average of less than 30% of total European sales in 1997, rose above 43% in 2005.
粮食盈余国家需有能力向缺粮国家供粮，在当前很多地区的粮食生产环境遭到气候变化破坏的情况下，则更是如此。	Surplus countries need to be in a position to supply deficit countries, and all the more so now that climate change is undermining the conditions for food production in many parts of the world.
工党领袖杰里米·科尔宾（Jeremy Corbyn）指责新自由主义要为越来越多的人无家可归、儿童陷入贫困以及工资跌落到生存线以下负责。	In the United Kingdom, Labour Party leader Jeremy Corbyn accuses neoliberalism of increasing homelessness, throwing children into poverty, and causing wages to fall below subsistence level.
在这样一个和乌克兰仍然处于交战状态的时刻，决策者、当地居民、流散在外的乌克兰人甚至有些俄国人都会涌上利沃夫街头欣赏世界级的爵士乐。	At a time when Russia and Ukraine are still very much at war, policymakers, local citizens, members of the Ukrainian diaspora, and even some Russians pack the streets of Lviv to celebrate world-class jazz.
而尽管食品加工尚未出现全球规模的整合，但在地区层面上，联合利华、达能、蒙德利兹（Mondelez）和雀巢的公司已经实现了主宰。	And even though food processing is not yet consolidated on a global scale, it is still dominated at the regional level by companies such as Unilever, Danone, Mondelez, and Nestlé.
同时改善平等性和增长的最佳方法是有效发展人力资本，这不但能够支持现在的收入的提高，还能保证未来的代际流动性。	The best way to enhance both equity and growth is effective development of human capital, which not only supports higher incomes today, but also ensures intergenerational mobility tomorrow.
特别是德国必须承认其经济绝不是无辜受害者，而是欧元区最大的受益者 — — 从欧元诞生的那一天起就是如此。	Germany, in particular, must acknowledge that, far from being an innocent victim, its economy is the eurozone’s biggest beneficiary – and has been since the euro’s inception.
美国和中国的境况比其他国家好得多，而这些经济体中的大部分 — — 特别是步履艰难的欧元区国家、日本和一些新兴市场 — — 将不得不寻找全新的经济引擎。	While the US and China are significantly better placed than others, most of these economies – in particular, the struggling eurozone countries, Japan, and some emerging markets – would have to nurture entirely new growth engines.
在2014年中期选举中，智库Demos报道，在收入少于每年30,000美元的家庭中，有68.5%的人没有去投票。	In the 2014 midterm election, the think tank Demos reports, 68.5% of people in households earning less than $30,000 per year didn’t vote.
一些发展中国家领导人也许因为另一个原因而不太高兴：富裕国家提供1,000亿美元融资没有写入协定有法律约束力的部分。	Some developing-country leaders may be displeased for another reason: the figure of $100 billion in finance from rich countries does not appear in the legally binding body of the agreement.
围绕国有旗舰石油公司巴西石油（Petrobras）的腐败丑闻引发了一场经济危机，导致货币跳水，经济增长陷入停滞状态。	The corruption scandal surrounding the flagship state-owned oil company, Petrobras, has produced an economic crisis, with the currency tanking and growth grinding to a halt.
在如此充满着保护主义陷阱的不安的全球经济环境中，世界最大贸易伙伴之间（占全球GDP的约40 % ） 的自由贸易契约至关重要。	In such an economically insecure global environment, riddled with protectionist booby traps, a free-trade pact between the world’s two largest trading blocs, accounting for roughly 40% of global GDP, has never been more important.
但20世纪90年代早期，我逐渐认识到这种方法是不够的，因为它未能考虑到基本实际（即经过通胀调整后的）汇率本身仍有可能波动。	But in the early 1990s, I came to regard this approach as insufficient, because it failed to take into account that the underlying real (inflation-adjusted) exchange rate could itself vary.
统一毫无疑问必须由韩朝人民来决定，但这一目标可以在邻国达成一致的环境下实现，从而确保统一有利于地区内所有各方。	Unification is certainly a matter for the Korean people to decide, but it should be achieved with the support of neighboring countries, ensuring that unification benefits all parties in the region.
据估计，到2016年年底，有1,160万难民正在经历“长期流离失所 ” ： 他们背井离乡已超五年，没有任何能“立即返乡”的希望。	At the end of 2016, there were an estimated 11.6 million refugees experiencing “protracted displacement”: they have been away from their homes for more than five years and have no “immediate prospects” of return.
所需要的改革虽然可以实现，但会考验政府的决心和执行能力，还有公众接受经济当下停滞以换取长期收益的意愿。	The required reforms, though achievable, will test the government’s resolve and implementation capabilities, as well as the population’s willingness to face immediate disruptions in exchange for the promise of longer-term gains.
以色列首席犹太法博士为什么从来没有讨论过和平，更谈不上就上帝眼中的首要问题发表声明，追问究竟是一块土地，还是数百万人的生命更加重要？	Why does the Chief Rabbinate of Israel never discuss peace, much less make a statement on what, in the eyes of God, should have priority: a piece of land or millions of human lives?
在法国，反犹主义来自两个方向：极右翼的国民阵线（National Front）和位数庞大的穆斯林群体的一些派别。	In France, anti-Semitism comes from two directions: the far-right National Front and certain sections of the country’s large Muslim community.
替代方案也许是欧盟和欧亚经济联盟之间的对话，但这一对话绝不容易，因为欧亚经济联盟追求拉近与中国及其丝绸之路盟友的关系。	An alternative might be a dialogue between the EU and the EEU, but that would be tricky as the EEU pursues a closer relationship with China and its Silk Road allies.
自2012年底执政以来，日本首相安倍晋三一直在寻求改善与普京的关系，希望开启关于北方四岛的严肃谈判。	After coming to power at the end of 2012, Japanese Prime Minister Shinzo Abe had sought to improve relations with Putin in the hope of beginning serious talks on the Northern Territories.
此次选举并不是什么压倒性胜利，而是揉进美国民主眼中的沙子，承诺要让俄国 — — 对不起，是美国 — — “再次伟大 ” 。	This election was not a landslide; it was a little sand blown into the great engine of American democracy by the promise to make Russia – sorry, America – “great again.”
事实上，香港政府目前正在对其他四名立法会议员 — — 均为相对温和的民主活跃分子 — — 采取法律手段，指责他们的就职宣誓也是无效的。	And, in fact, Hong Kong’s government is now launching legal challenges against four more legislators – all relatively moderate pro-democracy activists – arguing that their oaths of office were also invalid.
欧盟日程的命运 — — 不管是容克的日程还是马克龙的日程 — — 都取决于默克尔，而她不可能做出任何重大政治举措。	The fate of any EU agenda – whether Juncker’s or Macron’s – rests with Merkel, who is unlikely to make any significant political moves.
通过为少数族裔提供保护，穆尔西能向其他政府和政治运动证明少数民族权利的重要性，并鼓励他们采取同样的措施。	By protecting minorities, Morsi could demonstrate to other governments and political movements the importance of minority rights and encourage them to behave likewise.
至于南亚，我们希望印度和巴基斯坦关系的缓和能够促进更好的核军备控制，即使中国 — — 它将核弹视为世界地位的一部分 — — 的阴影仍在困扰印度。	As for South Asia, one hopes that a détente between India and Pakistan will facilitate better nuclear-arms control, even if the shadow of China – which sees its bomb as part of its place in the world – will still hang over India.
简言之，将基础设施重新定义为新资产类别是吸引基础设施建设融资、从而提振长期经济增长和就业率的唯一可行的办法。	In short, redefining infrastructure as a new asset class is the only credible way to attract funding for infrastructure construction, and thus to boost long-term economic growth and the employment rate.
他们更有可能主张削减现有的社会福利支出，例如那些令包括儿童在内的占总人口数量2/5的底层民众受益的社会保障和其他计划。	They are more likely to advocate cutting existing social-welfare spending, such as Social Security and other programs that benefit the bottom two-fifths of the population, including children.
但美国成为国际联盟成员国的提案于1919年被参议院否决，这些部队因此留在了国内，而且美国也“恢复了常态 ” 。	But, after the Senate rejected US membership in the League in 1919, the troops stayed home and America “returned to normal.”
多数成功的现代足球俱乐部就像贝纳通广告般纷繁复杂，它们的教练和球员来自世界各地，但这似乎不能对当地支持者的热情产生丝毫影响。	Most successful modern football clubs are as mixed as Benetton advertisements, with coaches and players from all over the globe, but this seems to have done nothing to diminish the enthusiasm of local supporters.
20世纪70年代，直接投资国外的跨国公司（TNC’s）刚刚引起人们注意的时候，很多政府都认为直接外资的代价超过了它的收益，因此采取了控制外资的政策。	During the 1970’s, when the transnational corporations (TNC’s) undertaking such investment caught the public eye, many governments believed that the costs of FDI outweighed its benefits, so they controlled it.
但这不过是个长期战略目标，而不是总统选举应该关注的对象，特别是中国还远未强大到在任何领域对美国构成实质性威胁的时候更是如此。	But that remains a long-term strategic goal, not the stuff of presidential campaigns, especially when China seems too weak to pose any immediate threat to the US on any front in the foreseeable future.
换句话说，日本工薪族在过去十五年里损失了34.3万亿日元 — — 这个数字比丹麦、马来西亚或新加坡的年度GDP还要大。	In other words, Japan’s wage earners have lost ¥34.3 trillion over the last decade and a half – an amount larger than the annual GDP of Denmark, Malaysia, or Singapore.
目前他是受人尊敬的工党的领导人。 科尔宾主义号召用货币融资解决财政赤字（现在称为“人民的量化宽松 ” ） 、产业国有化（从铁路开始）以及结束竞争和私人提供公共服务。	It calls for monetary financing of fiscal deficits (now called “people’s quantitative easing”), nationalization of industry (beginning with the railroads), and an end to competition and the private provision of public services.
